Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Toyota,Camry,2005,Saudi,White,Standard,2.5,Gas,Automatic,400000,Taef,0,True
Nissan,VTC,2007,Saudi,Another Color,Standard,4.8,Gas,Automatic,430550,Al-Ahsa,0,True
Nissan,Patrol,2015,Saudi,White,Full,4.8,Gas,Automatic,287,Dammam,0,True
Hyundai,Sonata,2019,Saudi,Red,Semi Full,2.5,Gas,Automatic,120,Khobar,1550,False
BMW,X,2018,Saudi,Grey,Full,2.0,Gas,Automatic,47000,Riyadh,0,True
Toyota,Land Cruiser,1999,Gulf Arabic,White,Semi Full,4.5,Gas,Automatic,640000,Qassim,0,True
Hyundai,Azera,2012,Saudi,White,Semi Full,6.0,Gas,Automatic,330,Jubail,0,True
Nissan,Navara,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,189,Riyadh,35000,False
Toyota,Avalon,2014,Saudi,Another Color,Standard,3.5,Gas,Automatic,258577,Abha,0,True
Hyundai,Sonata,2016,Saudi,Brown,Semi Full,2.4,Gas,Automatic,210000,Riyadh,35000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,105500,Dammam,32000,False
Toyota,Land Cruiser 70,2006,Saudi,Another Color,Semi Full,2.7,Gas,Manual,250,Al-Baha,33000,False
Ford,Flex,2013,Saudi,Red,Standard,3.5,Gas,Automatic,204000,Jeddah,32000,False
GMC,Yukon,2010,Saudi,Another Color,Full,6.2,Gas,Automatic,556000,Hail,0,True
Nissan,Sunny,2010,Saudi,White,Semi Full,1.3,Gas,Automatic,294000,Dammam,9000,False
Toyota,Furniture,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,32000,Al-Medina,0,True
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,220000,Tabouk,0,True
Mercedes,SEL,1991,Saudi,Black,Full,3.0,Gas,Automatic,277,Riyadh,28000,False
Mercedes,C,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,50000,Riyadh,150000,False
Nissan,Sentra,2016,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,200000,Al-Medina,0,True
Toyota,Land Cruiser,1998,Saudi,White,Full,4.3,Gas,Manual,800,Abha,0,True
Mercedes,S,2012,Other,Grey,Full,4.7,Gas,Automatic,188000,Khobar,80000,False
Mercedes,S,2007,Other,Bronze,Semi Full,3.0,Gas,Automatic,200000,Dammam,75000,False
GMC,Yukon,2013,Saudi,Grey,Full,5.3,Gas,Automatic,300000,Hail,0,True
Toyota,Land Cruiser Pickup,2021,Gulf Arabic,Silver,Full,1.7,Gas,Manual,12500,Riyadh,0,True
Hyundai,Senta fe,2014,Saudi,Black,Full,3.3,Gas,Automatic,150,Jeddah,50000,False
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,218000,Riyadh,69500,False
Ford,Taurus,2013,Saudi,Another Color,Semi Full,1.5,Gas,Automatic,216,Riyadh,0,True
Land Rover,Range Rover,2017,Gulf Arabic,Silver,Full,5.0,Gas,Automatic,10000,Riyadh,0,True
Toyota,Hilux,2015,Saudi,White,Semi Full,2.7,Gas,Manual,328000,Qassim,65000,False
BMW,The 6,2015,Gulf Arabic,Black,Full,3.0,Gas,Automatic,137500,Dammam,0,True
Toyota,Land Cruiser,2011,Saudi,White,Standard,4.7,Gas,Automatic,333900,Yanbu,0,True
Mercedes,S,2013,Gulf Arabic,Black,Semi Full,3.0,Gas,Automatic,224000,Yanbu,0,True
BMW,The 7,2014,Saudi,Black,Full,2.0,Gas,Automatic,138100,Makkah,0,True
Nissan,Patrol,2009,Saudi,White,Semi Full,1.6,Gas,Manual,150,Al-Jouf,70000,False
Ford,Marquis,2001,Other,Silver,Standard,4.6,Gas,Automatic,293,Riyadh,10000,False
Toyota,Land Cruiser Pickup,2013,Saudi,Brown,Full,4.0,Gas,Manual,172,Riyadh,0,True
Mitsubishi,Pajero,2015,Gulf Arabic,White,Standard,3.5,Gas,Automatic,103900,Riyadh,50000,False
Jeep,Grand Cherokee,2018,Saudi,Another Color,Full,6.4,Gas,Automatic,83000,Jeddah,0,True
Hyundai,Azera,2018,Saudi,Silver,Semi Full,3.5,Gas,Automatic,90000,Qassim,0,True
Ford,Explorer,2014,Other,Black,Semi Full,3.5,Gas,Automatic,185000,Qassim,0,True
Ford,Mustang,2009,Saudi,Silver,Full,8.0,Gas,Automatic,20000,Al-Medina,0,True
Toyota,Avalon,2008,Other,White,Full,3.6,Gas,Automatic,201,Al-Jouf,30000,False
Nissan,Datsun,2014,Other,White,Full,2.0,Gas,Manual,240000,Riyadh,30000,False
Nissan,Patrol,2006,Saudi,Orange,Full,1.0,Gas,Automatic,200000,Makkah,0,True
BMW,The 7,2012,Gulf Arabic,White,Full,2.0,Gas,Automatic,164,Jeddah,0,True
Hyundai,Sonata,2019,Saudi,White,Full,2.4,Gas,Automatic,92000,Jeddah,0,True
Ford,Edge,2014,Saudi,White,Semi Full,3.8,Gas,Automatic,140000,Jeddah,50000,False
Nissan,Datsun,2008,Other,White,Standard,2.4,Gas,Manual,180,Makkah,30000,False
Lexus,LS,2008,Saudi,White,Full,8.0,Gas,Automatic,383000,Riyadh,0,True
Hyundai,Sonata,2018,Saudi,Grey,Full,2.4,Gas,Automatic,129000,Jubail,0,True
Toyota,Land Cruiser 70,2016,Saudi,White,Full,4.0,Gas,Manual,190,Jazan,1414,False
Kia,Rio,2016,Saudi,Red,Standard,1.6,Gas,Automatic,80000,Makkah,25000,False
Chevrolet,Tahoe,2014,Saudi,Silver,Full,5.7,Gas,Automatic,165000,Riyadh,0,True
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,184000,Jubail,52000,False
Kia,Cadenza,2016,Saudi,White,Standard,3.5,Gas,Automatic,130000,Riyadh,56000,False
Toyota,FJ,2009,Saudi,White,Standard,4.0,Gas,Automatic,390000,Abha,0,True
Cadillac,DTS,2006,Saudi,Golden,Semi Full,4.8,Gas,Automatic,3000000,Al-Medina,8000,False
Hyundai,Elantra,2020,Saudi,Silver,Standard,2.0,Gas,Automatic,50000,Riyadh,0,True
Toyota,Yaris,2011,Saudi,Green,Standard,1.3,Gas,Automatic,300500,Abha,14000,False
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,125000,Khobar,128000,False
Nissan,Sunny,2009,Saudi,Golden,Standard,1.0,Gas,Automatic,377000,Riyadh,11000,False
GMC,Yukon,2003,Other,Another Color,Full,1.6,Gas,Automatic,300000,Al-Ahsa,0,True
Kia,Cerato,2015,Saudi,Navy,Full,2.0,Gas,Automatic,104000,Al-Ahsa,28000,False
Toyota,FJ,2010,Saudi,Red,Full,6.0,Gas,Automatic,255000,Riyadh,0,True
Mercedes,S,2017,Saudi,White,Full,3.0,Gas,Automatic,53000,Jeddah,290000,False
Nissan,Armada,2009,Gulf Arabic,White,Full,3.2,Gas,Automatic,275475,Riyadh,25000,False
Chevrolet,Caprice,2013,Saudi,Silver,Semi Full,6.0,Gas,Automatic,270000,Qassim,0,True
Mercedes,S,2013,Saudi,Brown,Full,8.0,Gas,Automatic,160000,Jeddah,110000,False
Toyota,Yaris,2014,Saudi,Red,Semi Full,1.5,Gas,Automatic,374000,Dammam,0,True
Toyota,Land Cruiser,2006,Saudi,White,Full,4.6,Gas,Manual,283,Aseer,0,True
Hyundai,Elantra,2015,Saudi,White,Semi Full,2.0,Gas,Automatic,229828,Riyadh,0,True
Hyundai,Sonata,2020,Saudi,White,Full,2.5,Gas,Automatic,17000,Jeddah,1430,False
Hyundai,H1,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,100,Aseer,70000,False
Toyota,Prado,1999,Saudi,Oily,Full,2.8,Gas,Manual,230,Aseer,18000,False
Ford,Mustang,2010,Other,Grey,Full,4.6,Gas,Manual,170,Dammam,42000,False
Hyundai,H1,2015,Saudi,White,Standard,4.0,Gas,Automatic,400000,Jeddah,43000,False
Toyota,Land Cruiser Pickup,1997,Unknown,Another Color,Full,4.0,Gas,Manual,95000,Riyadh,0,True
Toyota,Ciocca,2009,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,200000,Jeddah,48000,False
Kia,Optima,2014,Saudi,Blue,Standard,2.4,Gas,Automatic,30000,Riyadh,0,True
MG,5,2020,Saudi,White,Standard,1.5,Gas,Automatic,3500,Dammam,41000,False
Toyota,Camry,2016,Other,Grey,Standard,2.5,Gas,Automatic,161000,Wadi Dawasir,55000,False
Zhengzhou,Pick up,2016,Saudi,White,Standard,2.4,Gas,Manual,71566,Yanbu,0,True
Honda,Accord,2016,Other,White,Semi Full,2.4,Gas,Automatic,100,Hail,0,True
Cadillac,Escalade,2007,Other,Golden,Full,6.2,Gas,Automatic,273000,Khobar,39000,False
Nissan,Datsun,2015,Saudi,White,Standard,2.4,Gas,Manual,160000,Hafar Al-Batin,0,True
Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,325000,Riyadh,126000,False
Hyundai,Accent,2005,Saudi,White,Standard,1.5,Gas,Manual,294602,Dammam,5000,False
Toyota,Hilux,2004,Saudi,White,Standard,2.7,Gas,Manual,237600,Riyadh,0,True
BMW,The 7,2018,Gulf Arabic,White,Full,2.0,Gas,Automatic,24000,Riyadh,0,True
Honda,Civic,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,25000,Dammam,68000,False
Toyota,Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,30000,Riyadh,2560,False
Fiat,500,2020,Saudi,Navy,Full,1.4,Gas,Automatic,7000,Riyadh,75000,False
Toyota,Land Cruiser Pickup,2013,Saudi,Another Color,Semi Full,4.0,Gas,Manual,105154,Riyadh,85000,False
BMW,The 7,2010,Saudi,Oily,Standard,2.0,Gas,Automatic,352000,Riyadh,0,True
Kia,Optima,2014,Other,Bronze,Semi Full,2.4,Gas,Automatic,170,Hail,0,True
Mercedes,SEL,1991,Other,Navy,Full,5.6,Gas,Automatic,17000,Jeddah,100000,False
Chevrolet,Tahoe,2010,Saudi,White,Standard,5.7,Gas,Automatic,177,Jeddah,45000,False
Chevrolet,Caprice,2006,Saudi,Blue,Standard,3.8,Gas,Automatic,25000,Tabouk,0,True
Lexus,LS,2011,Other,White,Full,4.6,Gas,Automatic,220,Jeddah,90000,False
Hyundai,Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,155000,Riyadh,35000,False
Chevrolet,Silverado,1997,Saudi,Red,Full,5.3,Gas,Manual,219000,Riyadh,0,True
Dodge,Charger,2017,Other,Black,Standard,1.5,Gas,Automatic,28923,Hafar Al-Batin,0,True
Chevrolet,Caprice,2006,Saudi,Silver,Full,3.6,Gas,Automatic,194000,Al-Ahsa,0,True
Hyundai,Accent,2018,Saudi,White,Standard,1.6,Gas,Automatic,60000,Riyadh,0,True
Ford,Victoria,1996,Saudi,Silver,Standard,4.6,Gas,Automatic,325,Jeddah,10000,False
Nissan,Patrol,1997,Saudi,White,Standard,4.2,Gas,Manual,318,Riyadh,0,True
Toyota,Hilux,2015,Gulf Arabic,White,Full,2.7,Gas,Manual,198000,Al-Ahsa,0,True
GMC,Yukon,2002,Other,Red,Full,5.7,Gas,Automatic,198,Taef,0,True
Toyota,Avalon,2020,Saudi,White,Semi Full,3.5,Gas,Automatic,9800,Abha,139000,False
Ford,Marquis,2007,Saudi,Golden,Full,8.1,Gas,Automatic,400000,Hafar Al-Batin,20500,False
Toyota,Land Cruiser,2013,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,73335,Yanbu,0,True
Dodge,Charger,2012,Saudi,Black,Full,3.0,Gas,Automatic,147000,Najran,0,True
Toyota,Furniture,2015,Saudi,White,Standard,4.5,Gas,Automatic,10040,Makkah,0,True
Lincoln,Town Car,2011,Other,White,Semi Full,4.6,Gas,Automatic,96162,Taef,0,True
Land Rover,Range Rover,2013,Saudi,White,Semi Full,8.7,Gas,Automatic,177,Jeddah,88000,False
Mercedes,C,2019,Saudi,Blue,Full,2.4,Gas,Automatic,29000,Riyadh,0,True
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,149000,Aseer,0,True
Toyota,Land Cruiser,2008,Unknown,Golden,Full,4.6,Gas,Automatic,475000,Dammam,0,True
GMC,Suburban,2000,Unknown,Silver,Semi Full,5.3,Gas,Automatic,205058,Qassim,0,True
Chrysler,C300,2015,Saudi,Black,Semi Full,5.7,Gas,Automatic,74000,Riyadh,0,True
Toyota,Camry,2015,Saudi,Another Color,Full,2.5,Gas,Automatic,191000,Jeddah,0,True
Lexus,ES,2021,Saudi,Another Color,Standard,2.5,Hybrid,Automatic,13000,Riyadh,0,True
Honda,Accord,2016,Gulf Arabic,Golden,Full,2.5,Gas,Automatic,66000,Riyadh,89000,False
Mitsubishi,Pajero,2003,Other,White,Standard,3.5,Gas,Manual,137000,Riyadh,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,196000,Hafar Al-Batin,0,True
Honda,Accord,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,140000,Khobar,85000,False
Toyota,Land Cruiser,1995,Unknown,Silver,Full,4.6,Gas,Manual,300000,Tabouk,20000,False
Chevrolet,Malibu,2010,Saudi,Golden,Full,2.4,Gas,Automatic,200000,Jeddah,0,True
Nissan,Patrol,1988,Saudi,Navy,Full,4.0,Gas,Manual,300000,Dammam,0,True
Toyota,Camry,2013,Gulf Arabic,White,Standard,1.0,Gas,Automatic,195135,Qassim,0,True
Ford,Taurus,2016,Other,Black,Semi Full,3.5,Gas,Automatic,155000,Jeddah,59000,False
MINI,Countryman,2017,Other,Grey,Full,1.4,Gas,Manual,100000,Jeddah,69000,False
Ford,Taurus,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,143,Riyadh,0,True
Mazda,6,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,100000,Al-Medina,57000,False
Land Rover,Range Rover,2009,Saudi,Blue,Full,5.0,Gas,Automatic,214000,Al-Medina,85000,False
Kia,Opirus,2009,Saudi,White,Semi Full,6.0,Gas,Automatic,216000,Yanbu,16000,False
Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,151233,Riyadh,56000,False
Ford,F150,2014,Other,Red,Full,6.2,Gas,Automatic,126000,Dammam,0,True
Ford,Expedition,2013,Saudi,Silver,Semi Full,5.4,Gas,Automatic,183000,Riyadh,0,True
GMC,Yukon,2002,Saudi,Grey,Semi Full,5.3,Gas,Automatic,297000,Dammam,0,True
GMC,Suburban,1994,Saudi,Grey,Semi Full,5.3,Gas,Automatic,90531,Riyadh,9500,False
Toyota,Camry,2014,Saudi,Black,Semi Full,9.0,Gas,Automatic,106000,Jeddah,36000,False
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,300000,Riyadh,45000,False
Toyota,Camry,2007,Saudi,White,Full,2.5,Gas,Automatic,420000,Al-Medina,25000,False
Toyota,Land Cruiser 70,2018,Other,White,Full,4.0,Gas,Manual,189,Al-Medina,0,True
Toyota,Land Cruiser,2009,Other,White,Full,4.6,Gas,Automatic,292000,Tabouk,0,True
Ford,Explorer,2010,Saudi,White,Semi Full,3.5,Gas,Automatic,440000,Riyadh,0,True
Honda,Accord,2016,Gulf Arabic,Golden,Standard,2.4,Gas,Automatic,130000,Qassim,61000,False
Hyundai,Sonata,2016,Saudi,Silver,Semi Full,2.4,Gas,Automatic,260,Dammam,40000,False
Kia,Sportage,2015,Saudi,Black,Standard,2.0,Gas,Automatic,73000,Hafar Al-Batin,0,True
Hyundai,Sonata,2018,Saudi,Black,Standard,2.4,Gas,Automatic,94000,Riyadh,0,True
Hyundai,Creta,2018,Saudi,Red,Full,1.6,Gas,Automatic,11800,Besha,56000,False
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,325000,Riyadh,0,True
Mitsubishi,Pajero,2016,Saudi,White,Standard,3.5,Gas,Automatic,137000,Riyadh,55000,False
Toyota,Hiace,2013,Saudi,White,Standard,2.7,Gas,Manual,300000,Riyadh,0,True
Toyota,Yaris,2019,Saudi,White,Standard,1.6,Gas,Automatic,85000,Najran,950,False
Chevrolet,Caprice,2006,Saudi,Grey,Standard,3.6,Gas,Automatic,380000,Riyadh,5000,False
Chevrolet,Suburban,2002,Other,Black,Full,5.3,Gas,Automatic,30000,Qassim,0,True
GMC,Suburban,2006,Saudi,Silver,Standard,6.0,Gas,Automatic,266,Yanbu,30000,False
Lexus,LX,2014,Saudi,Golden,Full,5.7,Gas,Automatic,73000,Riyadh,220000,False
Toyota,Land Cruiser 70,2020,Saudi,White,Full,4.0,Gas,Manual,45000,Taef,2450,False
Hyundai,Accent,2020,Saudi,Another Color,Standard,1.5,Gas,Automatic,12000,Riyadh,42000,False
Ford,Marquis,2003,Other,Grey,Full,1.0,Gas,Automatic,300,Al-Medina,9000,False
Hyundai,Azera,2018,Saudi,White,Standard,3.0,Gas,Automatic,86000,Dammam,0,True
Mazda,3,2007,Saudi,Navy,Standard,1.4,Gas,Automatic,235000,Riyadh,0,True
Hyundai,Senta fe,2016,Saudi,Grey,Full,3.3,Gas,Automatic,116000,Riyadh,0,True
Toyota,Prado,2012,Saudi,White,Full,4.0,Gas,Manual,199000,Al-Baha,73000,False
Chevrolet,Suburban,1994,Saudi,Green,Semi Full,5.3,Gas,Automatic,230000,Riyadh,11000,False
Ford,Ranger,2015,Saudi,Black,Full,3.2,Diesel,Manual,145000,Aseer,65000,False
Toyota,Land Cruiser,1990,Saudi,White,Full,3.0,Gas,Manual,333892,Hail,30000,False
Chrysler,C300,2014,Saudi,Bronze,Full,5.7,Gas,Automatic,195517,Riyadh,0,True
Isuzu,D-MAX,2016,Saudi,White,Standard,2.5,Diesel,Manual,147,Aseer,55000,False
Ford,Marquis,2010,Saudi,Golden,Full,4.6,Gas,Automatic,200009,Riyadh,0,True
Nissan,Patrol,2014,Saudi,Another Color,Semi Full,5.6,Gas,Automatic,190000,Jazan,105000,False
Chevrolet,Cruze,2012,Other,Blue,Standard,1.8,Gas,Automatic,110,Makkah,0,True
Chevrolet,Suburban,2008,Other,Black,Full,8.2,Gas,Automatic,323,Aseer,0,True
Nissan,Pathfinder,2005,Saudi,Silver,Semi Full,3.5,Gas,Manual,302000,Jeddah,19000,False
Lexus,LX,2012,Saudi,White,Full,5.7,Gas,Automatic,201000,Dammam,152000,False
Toyota,Furniture,2015,Saudi,White,Semi Full,1.1,Gas,Automatic,200548,Riyadh,0,True
Chevrolet,Impala,2015,Saudi,Red,Full,3.6,Gas,Automatic,170,Jeddah,0,True
Nissan,Patrol,2016,Saudi,White,Semi Full,5.6,Gas,Automatic,144000,Riyadh,0,True
Toyota,Land Cruiser,2013,Gulf Arabic,Golden,Full,4.6,Gas,Automatic,359008,Riyadh,0,True
BMW,The 7,2015,Saudi,Black,Semi Full,1.6,Gas,Automatic,122,Qassim,0,True
Hyundai,Elantra,2019,Unknown,Silver,Standard,2.0,Gas,Automatic,72000,Taef,0,True
Lexus,ES,2007,Other,Grey,Full,3.5,Gas,Automatic,196000,Jeddah,25000,False
Chevrolet,Impala,2015,Saudi,Navy,Full,3.6,Gas,Automatic,285000,Riyadh,0,True
Chevrolet,Malibu,2017,Gulf Arabic,Black,Full,2.0,Gas,Automatic,62000,Riyadh,69000,False
Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,143000,Jeddah,120000,False
Toyota,Furniture,2016,Saudi,White,Full,4.0,Gas,Automatic,235000,Taef,85000,False
Toyota,Aurion,2015,Saudi,Red,Full,3.5,Gas,Automatic,240000,Jeddah,55000,False
Dodge,Durango,2011,Saudi,Black,Semi Full,5.7,Gas,Automatic,210000,Khobar,0,True
Cadillac,CT6,2018,Saudi,Black,Full,3.6,Gas,Automatic,27000,Riyadh,150000,False
GMC,C5700,1977,Saudi,Red,Standard,1.5,Gas,Manual,4358765,Hafar Al-Batin,0,True
Lexus,IS,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,100000,Riyadh,0,True
Toyota,Furniture,2014,Gulf Arabic,White,Full,2.7,Gas,Automatic,169,Riyadh,60000,False
Škoda,Superb,2008,Other,Blue,Semi Full,1.8,Gas,Automatic,200000,Riyadh,15000,False
Audi,A3,2020,Saudi,Red,Semi Full,1.4,Gas,Automatic,6000,Jeddah,105000,False
Toyota,Previa,2012,Gulf Arabic,Blue,Semi Full,2.4,Gas,Automatic,190000,Makkah,0,True
Dodge,Ram,2017,Saudi,Brown,Full,5.7,Gas,Automatic,810000,Aseer,2479,False
Lincoln,MKZ,2016,Other,White,Semi Full,2.0,Gas,Automatic,112000,Makkah,70000,False
Toyota,Camry,1995,Saudi,White,Standard,2.5,Gas,Manual,400,Al-Baha,0,True
Hyundai,Accent,2017,Gulf Arabic,Brown,Standard,1.4,Gas,Automatic,62000,Riyadh,27000,False
Nissan,Patrol,2016,Saudi,Grey,Semi Full,4.0,Gas,Automatic,205,Riyadh,120000,False
Toyota,Avalon,2014,Saudi,White,Standard,3.5,Gas,Automatic,155000,Hail,70000,False
Hyundai,Elantra,2019,Saudi,Grey,Full,2.0,Gas,Automatic,39000,Jubail,65000,False
Ford,Expedition,2013,Gulf Arabic,Silver,Semi Full,5.4,Gas,Automatic,130,Riyadh,0,True
Ford,Expedition,2013,Saudi,White,Semi Full,5.4,Gas,Automatic,250000,Riyadh,50000,False
Ford,Marquis,2005,Saudi,Blue,Standard,4.6,Gas,Automatic,450000,Qassim,0,True
Mazda,3,2016,Gulf Arabic,Silver,Semi Full,1.6,Gas,Automatic,130000,Al-Medina,48000,False
Hyundai,Tucson,2020,Saudi,Brown,Semi Full,2.0,Gas,Automatic,44000,Riyadh,64000,False
Nissan,Datsun,1998,Saudi,White,Full,2.4,Gas,Manual,400000,Jeddah,18000,False
Mercedes,S,2000,Saudi,Black,Semi Full,3.0,Gas,Automatic,100,Dammam,15000,False
Ford,Expedition,2012,Saudi,Black,Semi Full,5.4,Gas,Automatic,161925,Riyadh,40000,False
BMW,X,2002,Gulf Arabic,Another Color,Full,3.0,Gas,Automatic,500,Riyadh,0,True
Toyota,Land Cruiser,2011,Gulf Arabic,Golden,Full,4.5,Gas,Automatic,193000,Jeddah,110000,False
Hyundai,Senta fe,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,126000,Al-Namas,42000,False
Chevrolet,Suburban,2011,Saudi,Black,Standard,5.3,Gas,Automatic,203000,Riyadh,52000,False
Chrysler,SRT,2012,Other,White,Full,1.9,Gas,Automatic,237,Riyadh,0,True
Toyota,Yaris,2019,Saudi,White,Semi Full,1.5,Gas,Automatic,9900,Al-Ahsa,0,True
Toyota,Hilux,2019,Saudi,White,Full,2.7,Gas,Manual,28000,Aseer,72500,False
Toyota,Camry,2009,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,170,Hafar Al-Batin,0,True
Hyundai,Elantra,2018,Saudi,Grey,Semi Full,1.7,Gas,Automatic,680,Riyadh,40000,False
Toyota,Land Cruiser,2002,Saudi,Silver,Standard,1.1,Gas,Manual,325605,Jeddah,30000,False
Mercedes,E,2019,Saudi,White,Full,4.0,Gas,Automatic,80000,Jeddah,190000,False
Toyota,Hilux,1997,Saudi,White,Standard,2.7,Gas,Manual,30000,Al-Medina,13000,False
Chevrolet,Tahoe,2011,Saudi,Silver,Semi Full,5.3,Gas,Automatic,34000,Riyadh,0,True
Ford,Expedition,2012,Saudi,Grey,Semi Full,3.6,Gas,Automatic,170000,Riyadh,45000,False
BMW,The 7,2014,Saudi,Brown,Full,2.0,Gas,Automatic,113000,Riyadh,0,True
Lexus,LX,2015,Saudi,Golden,Full,5.7,Gas,Automatic,123998,Qassim,0,True
Lexus,LX,2021,Saudi,White,Full,5.7,Gas,Automatic,100,Qassim,0,True
Nissan,Datsun,2016,Saudi,White,Semi Full,2.4,Gas,Manual,76000,Hafar Al-Batin,0,True
Nissan,Patrol,2004,Saudi,White,Semi Full,4.8,Gas,Manual,350000,Al-Ahsa,25000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,95000,Riyadh,28000,False
Genesis,G80,2016,Saudi,Silver,Semi Full,3.8,Gas,Automatic,85000,Al-Medina,0,True
Toyota,Land Cruiser,2016,Gulf Arabic,White,Standard,4.6,Gas,Automatic,192,Qassim,0,True
Nissan,Sentra,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,64000,Riyadh,36500,False
Toyota,Aurion,2013,Saudi,Silver,Semi Full,3.5,Gas,Automatic,200,Riyadh,0,True
Kia,Rio,2016,Gulf Arabic,White,Standard,1.4,Gas,Automatic,180000,Riyadh,28000,False
GMC,Sierra,2017,Saudi,Navy,Full,5.3,Gas,Automatic,94000,Dammam,117000,False
BMW,X,2014,Saudi,White,Full,5.0,Gas,Automatic,138000,Riyadh,105000,False
Jeep,Grand Cherokee,2011,Saudi,Silver,Full,5.7,Gas,Automatic,155000,Riyadh,0,True
Mazda,CX9,2017,Saudi,Blue,Full,3.7,Gas,Automatic,173213,Riyadh,0,True
Toyota,Innova,2016,Saudi,Navy,Standard,2.7,Gas,Manual,141000,Jazan,56000,False
INFINITI,Q,2015,Saudi,Blue,Semi Full,2.0,Gas,Automatic,74000,Riyadh,69500,False
Toyota,FJ,2012,Saudi,White,Full,4.0,Gas,Automatic,348,Taef,65000,False
BMW,The 5,2018,Saudi,Black,Full,3.0,Gas,Automatic,103000,Khobar,0,True
Lexus,LS,2008,Saudi,Another Color,Full,8.0,Gas,Automatic,300,Qassim,0,True
Toyota,Rush,2020,Gulf Arabic,White,Full,1.5,Gas,Automatic,4050,Al-Medina,0,True
Chrysler,C300,2007,Other,White,Full,5.7,Gas,Automatic,202020,Riyadh,0,True
Land Rover,Defender,2013,Gulf Arabic,Grey,Semi Full,4.0,Diesel,Manual,28000,Dammam,0,True
Toyota,Corolla,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,144000,Qurayyat,0,True
Jeep,Grand Cherokee,2017,Saudi,Silver,Full,5.7,Gas,Automatic,13300,Najran,3100,False
Toyota,Camry,2014,Gulf Arabic,White,Standard,2.2,Gas,Automatic,80250,Al-Baha,55000,False
Toyota,Avalon,2013,Saudi,White,Semi Full,6.0,Gas,Automatic,255,Hail,0,True
Ford,Taurus,2017,Saudi,White,Standard,2.4,Gas,Automatic,300000,Qassim,0,True
Toyota,Corolla,2012,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,185000,Al-Medina,20000,False
Mercedes,E,2016,Other,Blue,Full,3.5,Gas,Automatic,120000,Riyadh,0,True
GMC,Suburban,1994,Saudi,Blue,Semi Full,5.7,Gas,Automatic,357624,Al-Medina,15000,False
Toyota,Corolla,2020,Saudi,Grey,Full,1.6,Gas,Automatic,58000,Riyadh,65000,False
Lexus,LX,2020,Saudi,White,Full,5.7,Gas,Automatic,10000,Jeddah,425000,False
Toyota,Camry,2019,Other,White,Full,3.6,Gas,Automatic,70000,Qassim,0,True
Lexus,RC,2015,Saudi,Another Color,Full,6.0,Gas,Automatic,186000,Jeddah,123000,False
GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,166,Aseer,105000,False
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,155,Jeddah,58000,False
Mitsubishi,L200,2020,Saudi,White,Standard,2.5,Diesel,Manual,197,Jeddah,71000,False
Chevrolet,Tahoe,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,91000,Riyadh,95000,False
Mercedes,S,2008,Gulf Arabic,White,Semi Full,6.0,Gas,Automatic,320000,Riyadh,0,True
Mercedes,S,2014,Saudi,White,Full,8.0,Gas,Automatic,119,Besha,0,True
Toyota,Yaris,2016,Saudi,White,Semi Full,1.4,Gas,Automatic,200,Al-Baha,0,True
